domain,url,risk_score,category,type,brand,keywords,vt_malicious,vt_suspicious,urlscan_malicious,ip_address,country,timestamp
"kyrgyzstan-evisa.com","https://kyrgyzstan-evisa.com",5,"medium_risk","enterprise_target","visa","",0,0,"false","","","2025-07-01T13:56:28.208Z"
"kyrrexbank.com","https://kyrrexbank.com",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:56:44.651Z"
"kytchase.com","https://kytchase.com",5,"medium_risk","enterprise_target","chase","",0,0,"false","","","2025-07-01T13:57:00.994Z"
"kyuintelligence.com","https://kyuintelligence.com",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-01T13:57:18.376Z"
"kyuintelligenceplatform.com","https://kyuintelligenceplatform.com",5,"medium_risk","enterprise_target","intel","",0,0,"false","","","2025-07-01T13:57:34.691Z"
"kz999-login.com","https://kz999-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T13:57:51.128Z"
"kzcrypto.com","https://kzcrypto.com",3,"blacklist_match","blacklist_match","","crypto",0,0,"false","","","2025-07-01T13:58:07.727Z"
"kzgenbank.net","https://kzgenbank.net",3,"blacklist_match","blacklist_match","","bank",0,0,"false","","","2025-07-01T13:58:24.202Z"
"kzgoldenvisa.com","https://kzgoldenvisa.com",5,"medium_risk","enterprise_target","visa","",0,0,"false","","","2025-07-01T13:58:40.617Z"
"kz-visa-centre.com","https://kz-visa-centre.com",5,"medium_risk","enterprise_target","visa","",0,0,"false","","","2025-07-01T13:58:57.149Z"
"l2otsecure.com","https://l2otsecure.com",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:59:13.966Z"
"l2otsecure.info","https://l2otsecure.info",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:59:30.323Z"
"l2otsecure.net","https://l2otsecure.net",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T13:59:46.710Z"
"l2otsecure.store","https://l2otsecure.store",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T14:00:03.680Z"
"l2otsecure.xyz","https://l2otsecure.xyz",3,"blacklist_match","blacklist_match","","secure",0,0,"false","","","2025-07-01T14:00:21.743Z"
"l55comlogin.com","https://l55comlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T14:00:38.962Z"
"l55-login.com","https://l55-login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T14:00:55.509Z"
"l55login.com","https://l55login.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T14:01:12.564Z"
"l6sgibm9c.xyz","https://l6sgibm9c.xyz",5,"medium_risk","enterprise_target","ibm","",0,0,"false","","","2025-07-01T14:01:32.080Z"
"l7winlogin.com","https://l7winlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T14:01:48.483Z"
"l8betlogin.com","https://l8betlogin.com",3,"blacklist_match","blacklist_match","","login",0,0,"false","","","2025-07-01T14:02:04.804Z"
"laaccountingpro.com","https://laaccountingpro.com",3,"blacklist_match","blacklist_match","","account",0,0,"false","","","2025-07-01T14:02:27.808Z"
